ID,name,FoodGroup,Calories,Fat,Protein,Carbohydrate
3143,Fried Fish With Sauce Puerto Rican Style,Fish,151,10.04,11.84,3.42
3144,Oysters Baked Or Broiled Fat Not Added In Cooking,Fish,63,2.1,7.02,3.44
3145,Squid Canned,Fish,106,1.59,17.9,3.54
3146,Clams (Raw),Fish,86,0.96,14.67,3.57
3147,Ceviche,Fish,62,0.75,10.34,3.58
3148,Lobster Newburg,Fish,241,20.14,11.61,3.59
3149,Shrimp Cake Or Patty,Fish,230,15.45,18.1,3.67
3150,Mollusks Mussel Blue Raw,Fish,86,2.24,11.9,3.69
3151,Squid Baked Or Broiled Fat Added In Cooking,Fish,142,5.23,18.59,3.77
3152,Shrimp And Vegetables Including Carrots Broccoli And/or Dark-Green Leafy; No Potatoes No Sauce,Fish,117,7.25,9.35,3.8
3153,Seafood Newburg,Fish,245,20.26,12.02,3.82
3154,Squid Baked Or Broiled Fat Not Added In Cooking,Fish,113,1.7,19.14,3.88
3155,Scallops Cooked Ns As To Cooking Method,Fish,114,4.17,14.39,3.89
3156,Scallops Baked Or Broiled Fat Added In Cooking,Fish,114,4.17,14.39,3.89
3157,Gumbo No Rice,Fish,82,3.63,8.55,3.89
3158,Tuna Salad Made With Creamy Dressing,Fish,148,10.3,10.25,3.9
3159,Canned Eastern Oysters,Fish,68,2.47,7.06,3.91
3160,Lobster With Sauce Puerto Rican Style,Fish,149,10.23,10.79,3.97
3161,Fish Caviar Black And Red Granular,Fish,264,17.9,24.6,4
3162,Scallops Baked Or Broiled Fat Not Added In Cooking,Fish,85,0.6,14.81,4
3163,Mackerel Pickled,Fish,217,17.05,11.11,4.03
3164,Sea Bass Pickled,Fish,155,10.26,11.01,4.03
3165,Clams Smoked In Oil,Fish,192,11.82,16.64,4.05
3166,Cooked Eastern Oysters (Wild),Fish,79,2.65,8.87,4.23
3167,Oysters Canned,Fish,74,2.68,7.67,4.25
3168,Clams Cooked Ns As To Cooking Method,Fish,135,4.73,17.5,4.35
3169,Clams Baked Or Broiled Fat Added In Cooking,Fish,135,4.73,17.5,4.35
3170,Octopus Steamed,Fish,163,2.07,29.62,4.37
3171,Haddock With Chopped Spinach Diet Frozen Meal,Fish,77,2.44,9.05,4.37
3172,Octopus Dried Boiled,Fish,163,2.07,29.69,4.38
3173,Oysters Smoked,Fish,82,2.76,9.2,4.38
3174,Fish And Vegetables Including Carrots Broccoli And/or Dark-Green Leafy; No Potatoes Tomato-Based Sauce,Fish,105,7.26,6.28,4.39
3175,Octopus (Cooked),Fish,164,2.08,29.82,4.4
3176,Octopus Smoked,Fish,164,2.08,29.82,4.4
3177,Clams Canned,Fish,108,1.2,18.34,4.46
3178,Stewed Codfish No Potatoes Puerto Rican Style,Fish,105,4.27,12.13,4.46
3179,Clams Baked Or Broiled Fat Not Added In Cooking,Fish,106,1.18,18.02,4.48
3180,Shrimp Creole No Rice,Fish,124,5.2,14.32,4.48
3181,Fish Tofu And Vegetables Tempura,Fish,173,15.92,4.03,4.55
3182,Tuna Salad Made With Light Mayonnaise,Fish,106,5.41,10.04,4.63
3183,Tuna Salad Made With Light Mayonnaise-Type Salad Dressing,Fish,106,5.41,10.04,4.63
3184,Lobster Gumbo,Fish,59,1.77,6.2,4.64
3185,Shrimp Gumbo,Fish,61,1.89,6.52,4.64
3186,Tuna Salad Made With Light Italian Dressing,Fish,76,2.01,10.05,4.8
3187,Raw Pacific Oysters,Fish,81,2.3,9.45,4.95
3188,Fish Shish Kabob With Vegetables Excluding Potatoes,Fish,67,1.04,9.32,5
3189,Mussels With Tomato-Based Sauce,Fish,92,2.32,12.2,5.02
3190,Cooked Clams,Fish,148,1.95,25.55,5.13
3191,Oyster Fritter,Fish,196,16.22,6.93,5.22
3192,Tuna Salad Made With Italian Dressing,Fish,106,5.1,10.09,5.23
3193,Scallops,Fish,111,0.84,20.54,5.41
3194,Flounder With Chopped Broccoli Diet Frozen Meal,Fish,62,1.64,6.52,5.41
3195,Oysters Steamed,Fish,102,3.4,11.37,5.42
3196,Scallops With Cheese Sauce,Fish,137,5.06,17.48,5.43
3197,Cooked Wild Eastern Oysters,Fish,102,3.42,11.42,5.45
3198,Raw Eastern Oysters,Fish,59,1.55,5.22,5.53
3199,Octopus Salad Puerto Rican Style,Fish,165,11.59,9.7,5.58
3200,Shrimp Shish Kabob With Vegetables Excluding Potatoes,Fish,82,1.58,11.14,5.69
3201,Seafood Stew With Potatoes And Vegetables Excluding Carrots Broccoli And Dark-Green Leafy; Tomato-Based Sauce,Fish,73,1.66,8.68,5.72
3202,Flounder With Crab Stuffing,Fish,136,5.51,15.01,5.74
3203,Tuna Salad Made With Mayonnaise-Type Salad Dressing,Fish,108,5.2,10.15,5.8
3204,Canned Clams,Fish,142,1.59,24.25,5.9
3205,Shellfish Mixture And Vegetables Including Carrots Broccoli And/or Dark-Green Leafy; No Potatoes Mushroom Sauce,Fish,110,6.91,6.24,5.92
3206,Seafood Stew With Potatoes And Vegetables Including Carrots Broccoli And/or Dark-Green Leafy; Tomato-Based Sauce,Fish,72,1.34,8.82,5.98
3207,Mollusks Abalone Mixed Species Raw,Fish,105,0.76,17.1,6.01
3208,Shrimp With Crab Stuffing,Fish,174,8.94,16.39,6.09
3209,Squid Steamed Or Boiled,Fish,183,2.75,31.02,6.13
3210,Tuna Salad Made With Any Type Of Fat Free Dressing,Fish,73,1.16,9.86,6.14
3211,Fish And Vegetables Excluding Carrots Broccoli And Dark- Green Leafy; No Potatoes Tomato-Based Sauce,Fish,111,7.26,6.33,6.3
3212,Scallops Steamed Or Boiled,Fish,137,0.98,24.01,6.33
3213,Fish Shark Mixed Species Cooked Batter-Dipped And Fried,Fish,228,13.82,18.62,6.39
3214,Gumbo With Rice,Fish,88,3.39,8.18,6.42
3215,Clam Cake Or Patty,Fish,246,15.31,19.04,6.77
3216,Shrimp And Vegetables Excluding Carrots Broccoli And Dark-Green Leafy; No Potatoes No Sauce,Fish,123,6.87,9.25,6.78
3217,Fish Curry,Fish,70,2.93,4.5,6.83
3218,Fish Surimi,Fish,99,0.9,15.18,6.85
3219,Clams Steamed Or Boiled,Fish,171,1.91,29.21,7.11
3220,Shrimp Curry,Fish,75,3.15,5,7.14
3221,Abalone Cooked Ns As To Cooking Method,Fish,157,4.49,20.4,7.26
3222,Tuna Salad Made With Light Creamy Dressing,Fish,78,1.17,10.08,7.27
3223,Cooked Eastern Oysters (Farmed),Fish,79,2.12,7,7.28
3224,Mussels Cooked Ns As To Cooking Method,Fish,171,4.46,23.7,7.35
3225,Mussels Steamed Or Poached,Fish,171,4.46,23.7,7.35
3226,Cooked Blue Mussels,Fish,172,4.48,23.8,7.39
3227,Fish Gefiltefish Commercial Sweet Recipe,Fish,84,1.73,9.07,7.41
3228,Fish Croaker Atlantic Cooked Breaded And Fried,Fish,221,12.67,18.2,7.54
3229,Shellfish Mixture And Vegetables Excluding Carrots Broccoli And Dark-Green Leafy; No Potatoes Mushroom Sauce,Fish,116,6.92,6.29,7.63
3230,Mollusks Whelk Unspecified Raw,Fish,137,0.4,23.84,7.76
3231,Fried Calamari,Fish,175,7.48,17.94,7.79
3232,Fish Catfish Channel Cooked Breaded And Fried,Fish,229,13.33,18.09,8.04
3233,Octopus Dried,Fish,311,3.94,56.52,8.34
3234,Tuna Casserole With Vegetables And Mushroom Sauce No Noodles,Fish,114,5.12,9.01,8.37
3235,Stewed Salmon Puerto Rican Style,Fish,145,6.93,12.03,8.48
3236,Crab Salad Made With Imitation Crab,Fish,197,16.28,4.12,8.58
3237,Herring Pickled In Cream Sauce,Fish,249,18.27,11.81,8.63
3238,Stewed Codfish Puerto Rican Style,Fish,113,3.89,10.93,8.65
3239,Oysters Rockefeller,Fish,127,7,7.5,9.03
3240,Crustaceans Shrimp Mixed Species Imitation Made From Surimi,Fish,101,1.47,12.39,9.13
3241,Salmon Loaf,Fish,192,9.89,15.72,9.14
3242,Eel Cooked Ns As To Cooking Method,Fish,298,20.09,18.67,9.34
3243,Tuna Loaf,Fish,232,11.83,20.98,9.35
3244,Fish Tuna Salad,Fish,187,9.26,16.04,9.41
3245,Pickled Herring,Fish,262,18,14.19,9.64
3246,Clams Casino,Fish,118,4.76,8.72,9.82
3247,Fish Ns As To Type Coated Fried Made With Oil,Fish,237,13.37,18.46,9.85
3248,Barracuda Coated Fried,Fish,279,17.06,20.13,9.85
3249,Carp Cooked Ns As To Cooking Method,Fish,253,15.11,18.22,9.85
3250,Carp Coated Fried,Fish,253,15.11,18.22,9.85
3251,Catfish Coated Fried Made With Oil,Fish,246,15.4,16,9.85
3252,Cod Coated Fried Made With Oil,Fish,203,10.68,16.03,9.85
3253,Croaker Coated Fried,Fish,233,13.03,18.17,9.85
3254,Flounder Coated Fried Made With Oil,Fish,204,11.98,13.59,9.85
3255,Haddock Coated Fried,Fish,207,10.71,16.93,9.85
3256,Halibut Coated Fried Made With Oil,Fish,222,11.46,18.84,9.85
3257,Herring Coated Fried,Fish,279,18.04,18.33,9.85
3258,Mackerel Coated Fried,Fish,306,20.47,19.29,9.85
3259,Mullet Coated Fried,Fish,244,13.56,19.51,9.85
3260,Ocean Perch Coated Fried,Fish,212,11.64,16.07,9.85
3261,Perch Coated Fried Made With Oil,Fish,222,11.11,19.55,9.85
3262,Pike Coated Fried,Fish,219,10.92,19.44,9.85
3263,Pompano Coated Fried,Fish,284,18.41,18.77,9.85
3264,Porgy Coated Fried,Fish,234,12.66,19.11,9.85
3265,Ray Coated Fried,Fish,255,14.18,20.9,9.85
3266,Salmon Coated Fried Made With Oil,Fish,253,14.08,20.5,9.85
3267,Sea Bass Coated Fried,Fish,227,12.04,18.73,9.85
3268,Shark Coated Fried,Fish,255,14.18,20.9,9.85
3269,Sturgeon Coated Fried,Fish,234,13.78,16.77,9.85
3270,Swordfish Coated Fried,Fish,267,16,19.78,9.85
3271,Trout Coated Fried Made With Oil,Fish,265,15.6,20.02,9.85
3272,Tuna Fresh Coated Fried,Fish,237,10.75,23.82,9.85
3273,Whiting Coated Fried Made With Oil,Fish,221,11.45,18.62,9.85
3274,Tilapia Coated Fried Made With Oil,Fish,226,11.78,20.14,9.85
3275,Fish Ns As To Type Coated Fried Made With Butter,Fish,222,11.73,18.53,9.86
3276,Catfish Cooked Ns As To Cooking Method,Fish,246,15.4,16,9.86
3277,Catfish Coated Fried Made With Butter,Fish,231,13.75,16.07,9.86
3278,Cod Coated Fried Made With Butter,Fish,188,9.03,16.1,9.86
3279,Flounder Cooked Ns As To Cooking Method,Fish,204,11.98,13.59,9.86
3280,Flounder Coated Fried Made With Butter,Fish,189,10.33,13.66,9.86
3281,Halibut Coated Fried Made With Butter,Fish,207,9.82,18.91,9.86
3282,Mullet Cooked Ns As To Cooking Method,Fish,244,13.56,19.51,9.86
3283,Perch Cooked Ns As To Cooking Method,Fish,222,11.11,19.55,9.86
3284,Perch Coated Fried Made With Butter,Fish,207,9.47,19.62,9.86
3285,Salmon Coated Fried Made With Butter,Fish,238,12.44,20.57,9.86
3286,Trout Coated Fried Made With Butter,Fish,250,13.96,20.09,9.86
3287,Whiting Cooked Ns As To Cooking Method,Fish,221,11.44,18.62,9.86
3288,Whiting Coated Fried Made With Butter,Fish,206,9.8,18.7,9.86
3289,Tilapia Coated Fried Made With Butter,Fish,212,10.13,20.21,9.86
3290,Lobster With Bread Stuffing Baked,Fish,175,8.2,14.85,9.86
3291,Cooked Pacific Oysters,Fish,163,4.6,18.9,9.9
3292,Fish Ns As To Type Coated Fried Made With Margarine,Fish,206,9.87,18.47,9.93
3293,Catfish Coated Fried Made With Margarine,Fish,215,11.9,16.01,9.93
3294,Cod Coated Fried Made With Margarine,Fish,172,7.18,16.05,9.93
3295,Flounder Coated Fried Made With Margarine,Fish,173,8.47,13.6,9.93
3296,Halibut Coated Fried Made With Margarine,Fish,191,7.96,18.85,9.93
3297,Perch Coated Fried Made With Margarine,Fish,191,7.61,19.56,9.93
3298,Salmon Coated Fried Made With Margarine,Fish,222,10.58,20.51,9.93
3299,Trout Coated Fried Made With Margarine,Fish,234,12.1,20.03,9.93
3300,Whiting Coated Fried Made With Margarine,Fish,190,7.94,18.64,9.93
3301,Tilapia Coated Fried Made With Margarine,Fish,195,8.28,20.15,9.93
1137,Fruit Juice Smoothie Naked Juice Mighty Mango,Fruits,63,0,0.42,15
1138,Fortified Fruit Juice Smoothie,Fruits,71,0,0.42,16.67
1139,Plums Canned Purple Water Pack Solids And Liquids,Fruits,41,0.01,0.39,11.03
1140,Fruit Cocktail (Peach And Pineapple And Pear And Grape And Cherry) Canned Juice Pack Solids And Liquids,Fruits,46,0.01,0.46,11.86
1141,Pear Nectar Canned With Added Ascorbic Acid,Fruits,60,0.01,0.11,15.76
1142,Pear Nectar Canned Without Added Ascorbic Acid,Fruits,60,0.01,0.11,15.76
1143,Fruit Juice Smoothie Bolthouse Farms Berry Boost,Fruits,46,0.02,0.63,10.9
1144,Cherries Sweet Canned Juice Pack Solids And Liquids,Fruits,54,0.02,0.91,13.81
1145,Plums Canned Purple Juice Pack Solids And Liquids,Fruits,58,0.02,0.51,15.15
1146,Apricots Canned Water Pack Without Skin Solids And Liquids,Fruits,22,0.03,0.69,5.48
1147,Pears Canned Water Pack Solids And Liquids,Fruits,29,0.03,0.19,7.81
1148,Tangerines (Mandarin Oranges) Canned Juice Pack,Fruits,37,0.03,0.62,9.57
1149,Peaches Canned Juice Pack Solids And Liquids,Fruits,44,0.03,0.63,11.57
1150,Pineapple Juice Frozen Concentrate Unsweetened Diluted With 3 Volume Water,Fruits,51,0.03,0.4,12.67
1151,Fruit Salad (Peach And Pear And Apricot And Pineapple And Cherry) Canned Juice Pack Solids And Liquids,Fruits,50,0.03,0.51,13.05
1152,Peaches Canned Light Syrup Pack Solids And Liquids,Fruits,54,0.03,0.45,14.55
1153,Pears Canned Light Syrup Pack Solids And Liquids,Fruits,57,0.03,0.19,15.17
1154,Shredded Coconut Meat (Sweetened),Fruits,71,0.03,0.61,17.45
1155,Peaches Canned Extra Heavy Syrup Pack Solids And Liquids,Fruits,96,0.03,0.47,26.06
1156,Tangerines (Mandarin Oranges) Canned Juice Pack Drained,Fruits,38,0.04,0.75,9.41
1157,Pummelo,Fruits,38,0.04,0.76,9.62
1158,Apricots Canned Juice Pack With Skin Solids And Liquids,Fruits,48,0.04,0.63,12.34
1159,Apricots Canned Extra Heavy Syrup Pack Without Skin Solids And Liquids,Fruits,96,0.04,0.55,24.85
1160,Fruit Cocktail (Peach And Pineapple And Pear And Grape And Cherry) Canned Water Pack Solids And Liquids,Fruits,32,0.05,0.42,8.51
1161,Purple Passion Fruit Juice,Fruits,51,0.05,0.39,13.6
1162,Apricots Canned Light Syrup Pack With Skin Solids And Liquids,Fruits,63,0.05,0.53,16.49
1163,Peaches Canned Water Pack Solids And Liquids,Fruits,24,0.06,0.44,6.11
1164,Orange Juice Frozen Concentrate Unsweetened Diluted With 3 Volume Water With Added Calcium,Fruits,37,0.06,0.6,8.47
1165,Orange Juice Frozen Concentrate Unsweetened Diluted With 3 Volume Water,Fruits,37,0.06,0.6,8.8
1166,Mango Nectar Canned,Fruits,51,0.06,0.11,13.12
1167,Guava Nectar Canned With Added Ascorbic Acid,Fruits,63,0.06,0.09,16.25
1168,Fruit Salad (Peach And Pear And Apricot And Pineapple And Cherry) Canned Extra Heavy Syrup Solids And Liquids,Fruits,88,0.06,0.33,22.77
1169,Apple Dried Cooked Ns As To Sweetened Or Unsweetened; Sweetened Ns As To Type Of Sweetener,Fruits,92,0.06,0.2,24.39
1170,Apple Dried Cooked With Sugar,Fruits,92,0.06,0.2,24.39
1171,Lemon Juice From Concentrate Bottled Concord,Fruits,24,0.07,0.4,5.37
1172,Lemon Juice From Concentrate Canned Or Bottled,Fruits,17,0.07,0.45,5.62
1173,Lemon Juice From Concentrate Bottled Real Lemon,Fruits,17,0.07,0.47,5.66
1174,Grapefruit And Orange Sections Cooked Canned Or Frozen Unsweetened Water Pack,Fruits,27,0.07,0.53,6.68
1175,Fruit Salad (Peach And Pear And Apricot And Pineapple And Cherry) Canned Water Pack Solids And Liquids,Fruits,30,0.07,0.35,7.87
1176,Lime Juice,Fruits,25,0.07,0.42,8.42
1177,Orange Juice 100% With Calcium Added Frozen Reconstituted,Fruits,42,0.07,0.68,9.67
1178,Orange Juice 100% Frozen Reconstituted,Fruits,42,0.07,0.68,10.04
1179,Fruit Cocktail (Peach And Pineapple And Pear And Grape And Cherry) Canned Extra Light Syrup Solids And Liquids,Fruits,45,0.07,0.4,11.63
1180,Pears Canned Juice Pack Solids And Liquids,Fruits,50,0.07,0.34,12.94
1181,Guava Nectar With Sucralose Canned,Fruits,48,0.07,0.3,13.3
1182,Fruit Cocktail (Peach And Pineapple And Pear And Grape And Cherry) Canned Light Syrup Solids And Liquids,Fruits,57,0.07,0.4,14.93
1183,Fruit Salad (Peach And Pear And Apricot And Pineapple And Cherry) Canned Light Syrup Solids And Liquids,Fruits,58,0.07,0.34,15.14
1184,Apples Dried Sulfured Stewed Without Added Sugar,Fruits,57,0.07,0.22,15.32
1185,Fruit Cocktail (Peach And Pineapple And Pear And Grape And Cherry) Canned Heavy Syrup Solids And Liquids,Fruits,73,0.07,0.39,18.91
1186,Apples Dried Sulfured Stewed With Added Sugar,Fruits,83,0.07,0.2,20.73
1187,Fruit Cocktail (Peach And Pineapple And Pear And Grape And Cherry) Canned Extra Heavy Syrup Solids And Liquids,Fruits,88,0.07,0.39,22.89
1188,Orange Pineapple Juice Blend,Fruits,51,0.08,0.41,12.2
1189,Pineapple Canned Juice Pack Solids And Liquids,Fruits,60,0.08,0.42,15.7
1190,Apricots Canned Heavy Syrup Pack With Skin Solids And Liquids,Fruits,83,0.08,0.53,21.47
1191,Pineapple Canned Water Pack Solids And Liquids,Fruits,32,0.09,0.43,8.3
1192,Grapefruit Sections Canned Juice Pack Solids And Liquids,Fruits,37,0.09,0.7,9.21
1193,Grapefruit Juice White Canned Sweetened,Fruits,46,0.09,0.58,11.13
1194,Grapefruit And Orange Sections Cooked Canned Or Frozen Ns As To Added Sweetener,Fruits,60,0.09,0.59,15.35
1195,Grapefruit And Orange Sections Cooked Canned Or Frozen In Light Syrup,Fruits,60,0.09,0.59,15.35
1196,Bosc Pear,Fruits,67,0.09,0.36,16.1
1197,Apricots Canned Heavy Syrup Pack Without Skin Solids And Liquids,Fruits,83,0.09,0.51,21.45
1198,Cherries Sour Red Canned Extra Heavy Syrup Pack Solids And Liquids,Fruits,114,0.09,0.71,29.23
1199,Casaba Melon,Fruits,28,0.1,1.11,6.58
1200,Florida Grapefruit,Fruits,30,0.1,0.55,7.5
1201,Grapefruit Juice 100% Ns As To Form,Fruits,34,0.1,0.58,7.93
1202,Grapefruit Juice 100% Canned Bottled Or In A Carton,Fruits,34,0.1,0.58,7.93
1203,Grapefruit,Fruits,32,0.1,0.63,8.08
1204,White Florida Grapefruit,Fruits,32,0.1,0.63,8.19
1205,White Grapefruit,Fruits,33,0.1,0.69,8.41
1206,Grapefruit Juice 100% With Calcium Added,Fruits,38,0.1,0.5,8.69
1207,Cherries Sour Red Canned Water Pack Solids And Liquids (Includes USDA Commodity Red Tart Cherries Canned),Fruits,36,0.1,0.77,8.94
1208,White California Grapefruit,Fruits,37,0.1,0.88,9.09
1209,Grapefruit Sections Canned Water Pack Solids And Liquids,Fruits,36,0.1,0.58,9.15
1210,Pink Grapefruit Juice,Fruits,39,0.1,0.5,9.2
1211,White Grapefruit Juice,Fruits,39,0.1,0.5,9.2
1212,California Grapefruit,Fruits,37,0.1,0.5,9.69
1213,Orange-Grapefruit Juice Canned Or Bottled Unsweetened,Fruits,43,0.1,0.6,10.28
1214,Ruby Red Grapefruit Juice Blend (Grapefruit Grape Apple) Ocean Spray Bottled With Added Vitamin C,Fruits,44,0.1,0.5,10.53
1215,Peaches Canned Extra Light Syrup Solids And Liquids,Fruits,42,0.1,0.4,11.1
1216,Applesauce Canned Unsweetened With Added Ascorbic Acid,Fruits,42,0.1,0.17,11.27
1217,Applesauce Canned Unsweetened Without Added Ascorbic Acid (Includes USDA Commodity),Fruits,42,0.1,0.17,11.27
1218,Apple Juice Frozen Concentrate Unsweetened Diluted With 3 Volume Water With Added Ascorbic Acid,Fruits,47,0.1,0.14,11.54
1219,Apple Juice Frozen Concentrate Unsweetened Diluted With 3 Volume Water Without Added Ascorbic Acid,Fruits,47,0.1,0.14,11.54
1220,Pears Canned Extra Light Syrup Pack Solids And Liquids,Fruits,47,0.1,0.3,12.2
1221,Apricots Canned Extra Light Syrup Pack With Skin Solids And Liquids,Fruits,49,0.1,0.6,12.5
1222,Figs Canned Water Pack Solids And Liquids,Fruits,53,0.1,0.4,13.99
1223,Longans,Fruits,60,0.1,1.31,15.14
1224,Rhubarb Cooked Or Canned In Light Syrup,Fruits,60,0.1,0.49,15.27
1225,Quinces,Fruits,57,0.1,0.4,15.3
1226,Grapefruit Sections Canned Light Syrup Pack Solids And Liquids,Fruits,60,0.1,0.56,15.44
1227,Green Anjou Pear,Fruits,66,0.1,0.44,15.79
1228,Tangerines (Mandarin Oranges) Canned Light Syrup Pack,Fruits,61,0.1,0.45,16.19
1229,Plums Canned Purple Light Syrup Pack Solids And Liquids,Fruits,63,0.1,0.37,16.28
1230,Abiyuch,Fruits,69,0.1,1.5,17.6
1231,Figs Canned Light Syrup Pack Solids And Liquids,Fruits,69,0.1,0.39,17.95
1232,Fruit Cocktail Canned Heavy Syrup Drained,Fruits,70,0.1,0.47,18.8
1233,Cherries Sour Red Canned Light Syrup Pack Solids And Liquids,Fruits,75,0.1,0.74,19.3
1234,Grapes Canned Thompson Seedless Heavy Syrup Pack Solids And Liquids,Fruits,76,0.1,0.48,19.65
1235,Peaches Canned Heavy Syrup Pack Solids And Liquids,Fruits,74,0.1,0.45,19.94
1236,Peaches Spiced Canned Heavy Syrup Pack Solids And Liquids,Fruits,75,0.1,0.41,20.08
1237,Pineapple Frozen Chunks Sweetened,Fruits,86,0.1,0.4,22.2
1238,Fruit Salad (Pineapple And Papaya And Banana And Guava) Tropical Canned Heavy Syrup Solids And Liquids,Fruits,86,0.1,0.41,22.36
1239,Figs Canned Heavy Syrup Pack Solids And Liquids,Fruits,88,0.1,0.38,22.9
1240,Plums Canned Purple Heavy Syrup Pack Solids And Liquids,Fruits,89,0.1,0.36,23.24
1241,Cherries Sour Red Canned Heavy Syrup Pack Solids And Liquids,Fruits,91,0.1,0.73,23.27
1242,Apricots Frozen Sweetened,Fruits,98,0.1,0.7,25.1
1243,Plums Canned Purple Extra Heavy Syrup Pack Solids And Liquids,Fruits,101,0.1,0.36,26.31
1244,Figs Canned Extra Heavy Syrup Pack Solids And Liquids,Fruits,107,0.1,0.38,27.86
1245,Rhubarb Frozen Uncooked,Fruits,21,0.11,0.55,5.1
1246,Cabbage Red Pickled,Fruits,44,0.11,0.81,8.6
1247,Frozen Strawberries,Fruits,35,0.11,0.43,9.13
1248,Grapefruit And Orange Sections Raw,Fruits,40,0.11,0.78,9.91
1249,Grapes Canned Thompson Seedless Water Pack Solids And Liquids,Fruits,40,0.11,0.5,10.3
1250,Pineapple Raw Extra Sweet Variety,Fruits,51,0.11,0.53,13.5
1251,Pineapple Canned Juice Pack Drained,Fruits,60,0.11,0.51,15.56
1252,Pineapple Canned Heavy Syrup Pack Solids And Liquids,Fruits,78,0.11,0.35,20.2
1253,Apricots Canned Heavy Syrup Drained,Fruits,83,0.11,0.64,21.31
1254,Pineapple Canned Extra Heavy Syrup Pack Solids And Liquids,Fruits,83,0.11,0.34,21.5
1255,Cranberry Juice Blend 100% Juice Bottled With Added Vitamin C And Calcium,Fruits,45,0.12,0.27,10.91
1256,Orange Juice With Added Calcium And Vitamin D,Fruits,47,0.12,0.68,11.27
1257,Orange Juice With Added Calcium,Fruits,47,0.12,0.68,11.27
1258,Orange Juice 100% Nfs,Fruits,48,0.12,0.68,11.45
1259,Orange Juice Chilled Includes From Concentrate With Added Calcium And Vitamins A D E,Fruits,49,0.12,0.68,11.54
1260,Orange Juice From Concentrate,Fruits,49,0.12,0.68,11.54
1261,Oranges,Fruits,47,0.12,0.94,11.75
1262,Juice Apple And Grape Blend With Added Ascorbic Acid,Fruits,50,0.12,0.16,12.46
1263,Pineapple Juice Canned Or Bottled Unsweetened With Added Ascorbic Acid,Fruits,53,0.12,0.36,12.87
1264,Pineapple Juice Canned Or Bottled Unsweetened Without Added Ascorbic Acid,Fruits,53,0.12,0.36,12.87
1265,Juice Apple Grape And Pear Blend With Added Ascorbic Acid And Calcium,Fruits,52,0.12,0.17,12.96
1266,Pineapple,Fruits,50,0.12,0.54,13.12
1267,Pineapple Canned Light Syrup Pack Solids And Liquids,Fruits,52,0.12,0.36,13.45
1268,Gala Apples,Fruits,57,0.12,0.25,13.68
1269,Tamarind Nectar Canned,Fruits,57,0.12,0.09,14.73
1270,Apples Dehydrated (Low Moisture) Sulfured Stewed,Fruits,74,0.12,0.28,19.91
1271,Boysenberries Canned Heavy Syrup,Fruits,88,0.12,0.99,22.31
1272,Raspberries Canned Red Heavy Syrup Pack Solids And Liquids,Fruits,91,0.12,0.83,23.36
1273,Grapefruit Juice100% Frozen Reconstituted,Fruits,41,0.13,0.55,9.66
1274,Grapefruit Juice White Frozen Concentrate Unsweetened Diluted With 3 Volume Water,Fruits,41,0.13,0.55,9.73
1275,Apple Juice Canned Or Bottled Unsweetened With Added Ascorbic Acid,Fruits,46,0.13,0.1,11.3
1276,Apple Juice,Fruits,46,0.13,0.1,11.3
1277,Orange Sections Canned Juice Pack,Fruits,47,0.13,0.85,11.5
1278,Cherries Sweet Canned Water Pack Solids And Liquids,Fruits,46,0.13,0.77,11.76
1279,Pineapple (Traditional),Fruits,45,0.13,0.55,11.82
1280,Cranberries,Fruits,46,0.13,0.46,11.97
1281,Cranberry Juice Unsweetened,Fruits,46,0.13,0.39,12.2
1282,Apples (Without Skin),Fruits,48,0.13,0.27,12.76
1283,Grape Juice Canned Or Bottled Unsweetened With Added Ascorbic Acid And Calcium,Fruits,62,0.13,0.37,14.77
1284,Grape Juice (With Added Vitamin C),Fruits,60,0.13,0.37,14.77
1285,Grape Juice,Fruits,60,0.13,0.37,14.77
1286,Pears Canned Heavy Syrup Pack Solids And Liquids,Fruits,74,0.13,0.2,19.17
1287,Blueberries Frozen Sweetened,Fruits,85,0.13,0.4,21.95
1288,Peaches Frozen Sliced Sweetened,Fruits,94,0.13,0.63,23.98
1289,Pears Canned In Syrup,Fruits,97,0.13,0.19,25.25
1290,Strawberries Frozen Sweetened Sliced,Fruits,96,0.13,0.53,25.92
1291,Honeydew Melon,Fruits,36,0.14,0.54,9.09
1292,Guava Sauce Cooked,Fruits,36,0.14,0.32,9.48
1293,Turnip Pickled,Fruits,43,0.14,0.84,9.95
1294,Pink Grapefruit,Fruits,42,0.14,0.77,10.66
1295,Pineapple Juice Canned Not From Concentrate Unsweetened With Added Vitamins A C And E,Fruits,50,0.14,0.36,12.18
